"meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx","label"
0.0597809849598081,0.0642412677031359,0.032026913372582,0.0150714886459209,0.0901934398654331,0.0751219512195122,12.8634618371626,274.402905502067,0.893369416700807,0.491917766397811,0.0,0.0597809849598081,0.084279106440321,0.0157016683022571,0.275862068965517,0.0078125,0.0078125,0.0078125,0.0,0.0,male
0.066008740387572,0.0673100287952527,0.040228734810579,0.0194138670478914,0.0926661901358113,0.0732523230879199,22.4232853628204,634.613854542068,0.892193242265734,0.513723842537073,0.0,0.066008740387572,0.107936553670454,0.0158259149357072,0.25,0.009014423076923,0.0078125,0.0546875,0.046875,0.0526315789473684,male
0.0773155026958227,0.0838294209445061,0.0367184586699814,0.0087010565568676,0.131908017402113,0.123206960845246,30.7571545800584,1024.927704721,0.846389091878782,0.478904979116727,0.0,0.0773155026958227,0.0987062615673936,0.0156555772994129,0.271186440677966,0.0079900568181818,0.0078125,0.015625,0.0078125,0.0465116279069767,male
0.151228091724635,0.0721105872627985,0.158011187072716,0.0965817277812306,0.207955251709136,0.111373523927906,1.23283127554372,4.17729621025317,0.963322461535984,0.727231798861951,0.0838781852082039,0.151228091724635,0.0889648485504597,0.017797552836485,0.25,0.201497395833333,0.0078125,0.5625,0.5546875,0.247119078104994,male
0.135120387296677,0.0791461004935869,0.124656228727025,0.0787202178352621,0.206044928522805,0.127324710687543,1.10117366551545,4.3337131547091,0.971955076212905,0.783568057553871,0.1042614023145,0.135120387296677,0.106397844620363,0.0169312169312169,0.266666666666667,0.7128125,0.0078125,5.484375,5.4765625,0.208273894436519,male
0.132786407306188,0.0795568659729794,0.119089848308051,0.0679579929988331,0.209591598599767,0.141633605600933,1.93256243208397,8.30889503672364,0.96318134631677,0.73830700448564,0.112555425904317,0.132786407306188,0.110131920122721,0.0171122994652406,0.253968253968254,0.298221982758621,0.0078125,2.7265625,2.71875,0.125159642401022,male
0.150762330177465,0.0744632052034133,0.160106382978723,0.0928989361702128,0.205718085106383,0.11281914893617,1.53064323137138,5.98749765804991,0.967573069931702,0.762637670276566,0.0861968085106383,0.150762330177465,0.105944515254121,0.0262295081967213,0.266666666666667,0.479619565217391,0.0078125,5.3125,5.3046875,0.123991864787152,male
0.160514332166817,0.0767668848761485,0.144336775218427,0.110532168387609,0.231961874503574,0.121429706115965,1.39715636508704,4.76661069503212,0.959254569785851,0.719857907046562,0.128324066719619,0.160514332166817,0.093052430337196,0.0177580466148724,0.144144144144144,0.301339285714286,0.0078125,0.5390625,0.53125,0.28393665158371,male
0.142239416807037,0.0780184624458836,0.138587443946188,0.0882062780269058,0.208587443946188,0.120381165919283,1.09974615121553,4.07028370586557,0.97072293218034,0.770992054490076,0.219103139013453,0.142239416807037,0.0967289462068476,0.0179573512906846,0.25,0.336476293103448,0.0078125,2.1640625,2.15625,0.148272017837235,male
0.134328777309825,0.0803500276143771,0.121451346893898,0.0755799890049478,0.201957119296317,0.126377130291369,1.19036844433836,4.78730983303407,0.975246142524797,0.804505253038031,0.011698735568994,0.134328777309825,0.105880926304665,0.0193003618817853,0.262295081967213,0.340364583333333,0.015625,4.6953125,4.6796875,0.0899199815784929,male
0.157020511056795,0.0719429306811688,0.168160152526215,0.101429933269781,0.2167397521449,0.115309818875119,0.97944227542161,3.97422262552131,0.96524913928741,0.733692877928757,0.0963584366062917,0.157020511056795,0.0888939829948002,0.0220689655172414,0.117647058823529,0.460227272727273,0.0078125,2.8125,2.8046875,0.2,male
0.138550521389033,0.0770539929982884,0.127526595744681,0.087313829787234,0.202739361702128,0.115425531914894,1.62676986679461,6.29136507870849,0.966003775055692,0.752042012692436,0.0121010638297872,0.138550521389033,0.104199318686673,0.0191387559808612,0.262295081967213,0.24609375,0.0078125,2.71875,2.7109375,0.132351371544455,male
0.137342741880723,0.0808767069335911,0.124262508122157,0.0831448992852502,0.209226770630279,0.126081871345029,1.37872820350982,5.00895162500433,0.96351352778845,0.736149955067445,0.108434048083171,0.137342741880723,0.0926440193108201,0.0167890870933893,0.213333333333333,0.481670673076923,0.015625,5.015625,5.0,0.0885,male
0.181225459373767,0.0600420545194889,0.190953206239168,0.128838821490468,0.229532062391681,0.100693240901213,1.36943045758527,5.47559978801453,0.937445760468646,0.537079994941026,0.219826689774697,0.181225459373767,0.131503722276956,0.025,0.275862068965517,1.27711397058824,0.0078125,2.8046875,2.796875,0.416550279329609,male
0.183115280687352,0.0669823503730641,0.191232528589581,0.129148665819568,0.240152477763659,0.111003811944091,3.56810402353109,35.3847484526494,0.940332622910243,0.57139420151872,0.049987293519695,0.183115280687352,0.102798695064569,0.0208333333333333,0.275862068965517,1.24573863636364,0.203125,6.7421875,6.5390625,0.139331767807852,male
0.174272105181833,0.0694110453235828,0.190874106652007,0.115601979109401,0.228279274326553,0.112677295217152,4.48503835015822,61.7649083141473,0.950972024663856,0.635199178449614,0.0500274876305662,0.174272105181833,0.102045991451092,0.0183276059564719,0.246153846153846,1.62129934210526,0.0078125,7.0,6.9921875,0.209310986964618,male
0.190846297652897,0.0657902823878029,0.207950987066031,0.132280462899932,0.244356705241661,0.112076242341729,1.56230368302863,7.83434988641618,0.938546013440116,0.538809584118407,0.0501293396868618,0.190846297652897,0.113322801479182,0.0175438596491228,0.275862068965517,1.43411458333333,0.0078125,6.3203125,6.3125,0.25477978832366,male
0.171246971349986,0.074871569699177,0.152806652806653,0.122390852390852,0.243617463617464,0.121226611226611,3.20716982695899,25.765564944839,0.936953536867586,0.586419514172829,0.05995841995842,0.171246971349986,0.0797183122032528,0.0156709108716944,0.262295081967213,0.106279481132075,0.0078125,0.5703125,0.5625,0.138354700854701,male
0.168345946168349,0.074120817065231,0.145618471687741,0.115755909840572,0.239824079164376,0.124068169323804,2.70433472872787,18.4847025968934,0.934523379604557,0.55974231826604,0.0600329851566795,0.168345946168349,0.0834840221276007,0.0157170923379175,0.231884057971014,0.1465625,0.0078125,3.125,3.1171875,0.0595365965935246,male
0.173631376053858,0.073351512008514,0.153568557391693,0.12368021438142,0.244234033050469,0.120553818669049,2.80497488480386,20.8575431560588,0.930916892819773,0.518268556530761,0.0600267976775346,0.173631376053858,0.0901295386406535,0.0157016683022571,0.210526315789474,0.19304435483871,0.0078125,2.8203125,2.8125,0.0681238615664845,male
0.172754287202847,0.0769025830140396,0.177736289381564,0.120070011668611,0.24536756126021,0.125297549591599,2.96776509333623,20.0781146980326,0.925539326979812,0.523081122573219,0.059953325554259,0.172754287202847,0.0935735125050573,0.0157635467980296,0.2,0.235877403846154,0.0078125,0.71875,0.7109375,0.235069278547539,male
0.181015393833521,0.0743693038331353,0.169298813376483,0.128673139158576,0.254174757281553,0.125501618122977,2.58732453355436,12.2814319226622,0.915284119626616,0.475317470815803,0.0599568500539374,0.181015393833521,0.0986434101933255,0.0161453077699294,0.275862068965517,0.20984375,0.0078125,3.6953125,3.6875,0.0599399717514124,male
0.163535853470868,0.072448898313093,0.145542521994135,0.113929618768328,0.227448680351906,0.113519061583578,3.58764999004366,28.6537805052841,0.927014678290766,0.542422403541936,0.059941348973607,0.163535853470868,0.0625416438604246,0.0156862745098039,0.197530864197531,0.0596217105263158,0.0078125,0.4453125,0.4375,0.0916988416988417,male
0.170212797508261,0.0751049460722898,0.1460529986053,0.123988842398884,0.250125523012552,0.126136680613668,2.81679291835158,13.7645822009404,0.913832253608624,0.487965715691965,0.0599442119944212,0.170212797508261,0.0776984149257884,0.0157016683022571,0.192771084337349,0.1015625,0.0078125,0.5625,0.5546875,0.16179126038281,male
0.160422476518119,0.0766147644560479,0.144823805794832,0.120924040720439,0.237243539545811,0.116319498825372,6.25320825198848,85.4919256914162,0.933029647028206,0.567423613537129,0.0600783085356304,0.160422476518119,0.0989441461784293,0.0160965794768612,0.275862068965517,0.206756161971831,0.0078125,3.953125,3.9453125,0.0738896746817539,male
0.164699838046527,0.07536177235918,0.147018469656992,0.118698328935796,0.240474934036939,0.121776605101143,4.20860840517055,43.6818854251652,0.940668790234324,0.604020485106291,0.0599648197009675,0.164699838046527,0.0829626113523638,0.0156402737047898,0.253968253968254,0.143353174603175,0.0078125,1.0625,1.0546875,0.125925925925926,male
0.169578801414252,0.0756345139572698,0.186467576791809,0.116706484641638,0.238549488054608,0.121843003412969,4.26992267782145,45.895247817628,0.929498042215949,0.543708544075529,0.0599658703071672,0.169578801414252,0.0824513207182936,0.0162107396149949,0.271186440677966,0.1484375,0.0078125,3.609375,3.6015625,0.0508405639913232,male
0.169021003926254,0.0717781520946695,0.143168482816429,0.12580050293378,0.248315171835708,0.122514668901928,3.07927339517432,14.3402988428128,0.902275256056735,0.477745723075478,0.128147527242246,0.169021003926254,0.130598327687847,0.0158415841584158,0.225352112676056,0.3353125,0.0078125,0.7109375,0.703125,0.397354497354497,male
0.167340238692684,0.0728412302318368,0.141739130434783,0.122173913043478,0.24,0.117826086956522,2.19212624568844,8.1524097848739,0.913763493306731,0.539479089755153,0.134782608695652,0.167340238692684,0.120052183696988,0.016243654822335,0.262295081967213,0.298677884615385,0.0078125,0.6796875,0.671875,0.384778012684989,male
0.180527821446414,0.0708669980737599,0.142385321100917,0.12954128440367,0.252477064220184,0.122935779816514,2.79996894420966,12.1903605225796,0.853114893695345,0.313426449697903,0.133577981651376,0.180527821446414,0.126607440767276,0.0170394036208733,0.177777777777778,0.23486328125,0.0078125,0.5078125,0.5,0.329241071428571,male
0.153039047583376,0.0740311299735897,0.158064516129032,0.0927311827956989,0.214365591397849,0.121634408602151,0.885701647564837,3.52398185555844,0.973217841619629,0.807551708402321,0.216774193548387,0.153039047583376,0.067407498731641,0.016260162601626,0.205128205128205,0.2615625,0.0078125,1.0234375,1.015625,0.191346153846154,male
0.166659498779566,0.075961167558551,0.142781456953642,0.122075055187638,0.245077262693157,0.123002207505519,3.28184796412453,16.6194816902798,0.915784869319231,0.560406695288123,0.127019867549669,0.166659498779566,0.127719891241989,0.0172786177105832,0.275862068965517,0.274502840909091,0.0078125,0.6328125,0.625,0.3325,male
0.175659428789724,0.0716515330560574,0.144191616766467,0.131057884231537,0.256526946107784,0.125469061876248,3.7364872838807,21.6666687322304,0.87674895524559,0.403909559814853,0.134411177644711,0.175659428789724,0.132726095827914,0.0165631469979296,0.228571428571429,0.2578125,0.0078125,0.6484375,0.640625,0.203436807095344,male
0.174825733261765,0.0715328311457178,0.146470588235294,0.123529411764706,0.247058823529412,0.123529411764706,2.57673204167683,10.1101248635807,0.875391518945669,0.436706209991643,0.12,0.174825733261765,0.124684801647241,0.0167539267015707,0.25,0.799005681818182,0.0078125,4.171875,4.1640625,0.205816135084428,male
0.174064613695703,0.073121843993196,0.140183486238532,0.127706422018349,0.252844036697248,0.125137614678899,3.26303975514635,16.4240546533024,0.875611110757132,0.414838884375256,0.133211009174312,0.174064613695703,0.124533185752238,0.0163432073544433,0.231884057971014,0.244944852941176,0.0078125,0.6328125,0.625,0.4225,male
0.159530491241504,0.0752731037758217,0.146853146853147,0.121398601398601,0.239370629370629,0.117972027972028,1.99350051635909,6.87035117730035,0.921132352978294,0.58253102166607,0.133636363636364,0.159530491241504,0.120254421255631,0.0184119677790564,0.168421052631579,0.372869318181818,0.0078125,2.609375,2.6015625,0.216816816816817,male
0.167648361378834,0.067219927332567,0.15723951285521,0.136021650879567,0.209526387009472,0.0735047361299053,1.93606512957553,6.33462579919017,0.903982304886457,0.48288605004274,0.134506089309878,0.167648361378834,0.14274825093861,0.0166147455867082,0.262295081967213,0.239583333333333,0.0078125,0.6015625,0.59375,0.347587719298246,male
0.172436385879824,0.0715045425033091,0.145620437956204,0.132846715328467,0.252408759124088,0.11956204379562,4.50444054120607,31.0784170212519,0.878206881380586,0.470044350040893,0.135912408759124,0.172436385879824,0.138903871454975,0.121212121212121,0.172043010752688,0.2609375,0.1328125,0.5546875,0.421875,0.232510288065844,male
0.162981115748587,0.0659523320391401,0.142770663562282,0.134295692665891,0.206984866123399,0.0726891734575087,4.34483833752222,26.5896054771146,0.869835695985953,0.429785658616844,0.13755529685681,0.162981115748587,0.131376326043577,0.0167714884696017,0.181818181818182,0.187890625,0.0078125,0.6875,0.6796875,0.255427841634738,male
0.170209847645069,0.0720230083476475,0.146003898635478,0.128810916179337,0.24588693957115,0.117076023391813,2.74595133817315,11.7842974325439,0.911850752503152,0.514600668174849,0.132358674463938,0.170209847645069,0.127529186441539,0.0161616161616162,0.25,0.328464673913043,0.0078125,0.9140625,0.90625,0.171551724137931,male
0.171400807336282,0.0684281385770345,0.145321955003879,0.131202482544608,0.24611326609775,0.114910783553142,2.9304399719962,13.7261348171167,0.893569584640594,0.42425444839283,0.137067494181536,0.171400807336282,0.141183374968156,0.0158415841584158,0.262295081967213,0.313657407407407,0.0078125,0.6953125,0.6875,0.273221343873518,male
0.146886153673949,0.0681608164090999,0.121466749533872,0.0971037911746426,0.213349906774394,0.116246115599751,2.60339414672349,13.2658509847965,0.940658898446483,0.611977348854841,0.121292728402735,0.146886153673949,0.0815637605876064,0.0159362549800797,0.242424242424242,0.346768465909091,0.0078125,4.1796875,4.171875,0.0950701158435676,male
0.16676378549101,0.06448851603386,0.160123647604328,0.116846986089645,0.229582689335394,0.11273570324575,2.11720304242108,8.93917620720334,0.937848763267474,0.592123294220865,0.121391035548686,0.16676378549101,0.101681481312411,0.0156402737047898,0.253968253968254,0.41953125,0.0078125,2.8203125,2.8125,0.0995726495726496,male
0.15369186058473,0.0664958590051702,0.145158831003812,0.0990851334180432,0.21151207115629,0.112426937738246,2.35259390850293,13.9079320272048,0.946349009357573,0.62927157286556,0.121321473951715,0.15369186058473,0.0955971184790345,0.0159203980099502,0.242424242424242,0.607610887096774,0.0859375,4.7265625,4.640625,0.120310245310245,male
0.168011338642239,0.0688734014235488,0.16791788856305,0.115982404692082,0.228064516129032,0.11208211143695,2.31962625805316,8.56421827295169,0.92652154099124,0.567620972051409,0.121319648093842,0.168011338642239,0.101718928392445,0.016,0.262295081967213,0.204152960526316,0.0078125,0.625,0.6171875,0.231953472459802,male
0.148281382593677,0.0681171836825027,0.129892780557541,0.094867762687634,0.200343102215868,0.105475339528234,3.26847494565386,22.8964449095253,0.942626112443593,0.635852982521046,0.121286633309507,0.148281382593677,0.0975316074241821,0.0158102766798419,0.275862068965517,0.715745192307692,0.0078125,5.2265625,5.21875,0.139221556886228,male
0.158595955363442,0.0662166523960017,0.133302217036173,0.111085180863477,0.224457409568261,0.113372228704784,3.01916419498691,17.5364251271974,0.932415159215677,0.567913489370427,0.121213535589265,0.158595955363442,0.0804598268608848,0.0160642570281125,0.266666666666667,0.264128989361702,0.0078125,1.3359375,1.328125,0.182097186700767,male
0.163643181592107,0.0700307165058564,0.144121110176619,0.110681244743482,0.227485281749369,0.116804037005887,1.69952875409686,7.62875603602875,0.948383439758033,0.632579315186476,0.121278385197645,0.163643181592107,0.0555653493134555,0.0162767039674466,0.213333333333333,0.162642045454545,0.03125,0.671875,0.640625,0.116234756097561,male
0.158656925362715,0.0675640574033461,0.161061946902655,0.104452008168822,0.219196732471069,0.114744724302246,1.93966253253269,8.2038320801542,0.942189912738613,0.61357816263411,0.121225323349217,0.158656925362715,0.101394916344673,0.0157790927021696,0.275862068965517,0.467797256097561,0.0078125,6.8828125,6.875,0.0909375,male
0.137892820110534,0.0724206626991024,0.119852398523985,0.0865313653136531,0.20070110701107,0.114169741697417,2.01099330245147,10.2620740441014,0.963294372566666,0.72704722444664,0.0599261992619926,0.137892820110534,0.0763074182909643,0.0162107396149949,0.128,0.505859375,0.03125,4.6640625,4.6328125,0.17303728686528,male
0.142715585277193,0.0741635911070786,0.127850098619329,0.0889151873767258,0.206272189349112,0.117357001972387,1.55226944031081,7.23018794624159,0.96668487246705,0.753187641555649,0.0601972386587771,0.142715585277193,0.0988725568207706,0.0187353629976581,0.207792207792208,0.853298611111111,0.0078125,4.6640625,4.65625,0.212988551125148,male
0.135052913878465,0.0720951469733061,0.112927012791573,0.0876448457486832,0.200361173814898,0.112716328066215,3.42177943711039,19.133217298205,0.94841734740265,0.682987712276421,0.102603461249059,0.135052913878465,0.0907510578606786,0.0172413793103448,0.2,0.6153125,0.015625,4.4453125,4.4296875,0.217151675485009,male
0.141460760257104,0.0728613947386807,0.124879288437103,0.0907242693773825,0.201194409148666,0.110470139771283,2.26411498679544,13.082296797808,0.964872908622973,0.734290426512105,0.0601270648030496,0.141460760257104,0.101394760053795,0.0217983651226158,0.235294117647059,0.896282327586207,0.0078125,5.15625,5.1484375,0.239138987242174,male
0.141280115203801,0.0744040482139112,0.134206170052671,0.090594431903687,0.202046651617758,0.111452219714071,2.05255065694371,10.9413056776317,0.966588204581212,0.74479987138667,0.0600451467268623,0.141280115203801,0.10931955897609,0.0267111853088481,0.228571428571429,0.9746875,0.0390625,5.828125,5.7890625,0.168016194331984,male
0.153851203359432,0.0721915752596513,0.144592094196804,0.102439024390244,0.219478553406224,0.11703952901598,1.75889252007927,7.13243844742965,0.954710868672162,0.684616797026876,0.0600504625735913,0.153851203359432,0.112256409519415,0.0247295208655332,0.275862068965517,0.628700657894737,0.0078125,2.703125,2.6953125,0.206763285024155,male
0.145640704681931,0.0770064086929372,0.137947214076246,0.0878592375366569,0.211847507331378,0.123988269794721,2.11148056512312,11.535716113987,0.964925488156434,0.739368356701704,0.059941348973607,0.145640704681931,0.103669506141437,0.0156709108716944,0.275862068965517,0.920479910714286,0.0078125,5.4296875,5.421875,0.270946739246451,male
0.144858406886277,0.0765918167013432,0.135571776155718,0.0906082725060827,0.207615571776156,0.117007299270073,2.79750193531362,29.5536466011573,0.971907406104481,0.763638169219775,0.0599513381995134,0.144858406886277,0.103249560132626,0.0212765957446809,0.266666666666667,0.791666666666667,0.0078125,4.9921875,4.984375,0.15967868338558,male
0.1216833625632,0.0868501117349966,0.118237045860631,0.0306849315068493,0.215294818344253,0.184609886837403,2.06232405611288,8.46557351258193,0.931660688865409,0.549217694223937,0.117903513996426,0.1216833625632,0.13088752476873,0.0203562340966921,0.271186440677966,0.583417338709677,0.0078125,3.7265625,3.71875,0.253221288515406,male
0.135649932073862,0.0864123306246186,0.126722454672245,0.0499860529986053,0.22884239888424,0.178856345885635,1.38827632817114,5.00901654957381,0.952514069366967,0.659813835802707,0.114811715481172,0.135649932073862,0.134314212930999,0.0608365019011407,0.25,1.10875,0.0078125,4.296875,4.2890625,0.369266434840205,male
0.100399417117533,0.0728345701003321,0.0817251755265797,0.0440922768304915,0.144353059177533,0.100260782347041,0.529583803021651,2.06845549084691,0.970194162362047,0.754552205497176,0.0116549648946841,0.100399417117533,0.11735932113776,0.0159362549800797,0.262295081967213,1.08675986842105,0.0078125,4.34375,4.3359375,0.344864864864865,male
